Run,alias,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,description,ena_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Title
ERR1136414,I0560,OTHER,GCF_000001405.25,72,220407551,PRJEB11450,SAMEA3663893,58446475,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",Central_MN,ERC000011,2015-11-25,2018-11-16,ERX1215280,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0560_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663893,ERS971042,ERS971042,ERP012840,Ancient European
ERR1136415,I0581,OTHER,GCF_000001405.25,73,2337535566,PRJEB11450,SAMEA3663862,546497365,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,s3,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215281,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0581_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663862,ERS971011,ERS971011,ERP012840,Ancient European
ERR1136416,I0585,OTHER,GCF_000001405.25,60,4392631020,PRJEB11450,SAMEA3663863,972839175,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,s3,ena","ncbi.public,s3.us-east-1,ena,gs.US",WHG,ERC000011,2015-11-25,2018-11-16,ERX1215282,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0585_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663863,ERS971012,ERS971012,ERP012840,Ancient European
ERR1136417,I0659,OTHER,GCF_000001405.25,70,517794817,PRJEB11450,SAMEA3663943,119376870,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,s3,ncbi,ena","ena,gs.US,ncbi.public,s3.us-east-1",LBK_EN,ERC000011,2015-11-25,2018-11-16,ERX1215283,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:54Z,public,NextSeq 500,I0659_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663943,ERS971092,ERS971092,ERP012840,Ancient European
ERR1136418,I0707,OTHER,GCF_000001405.25,57,2031162228,PRJEB11450,SAMEA3663880,466534649,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215284,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0707_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663880,ERS971029,ERS971029,ERP012840,Ancient European
ERR1136419,I0708,OTHER,GCF_000001405.25,52,1699641665,PRJEB11450,SAMEA3663881,384937265,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215285,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0708_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663881,ERS971030,ERS971030,ERP012840,Ancient European
ERR1136420,I0709,OTHER,GCF_000001405.25,60,2115807720,PRJEB11450,SAMEA3663882,487759676,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215286,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0709_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663882,ERS971031,ERS971031,ERP012840,Ancient European
ERR1136421,I0723,OTHER,GCF_000001405.25,56,158080144,PRJEB11450,SAMEA3663883,42988050,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,s3,gs,ena","gs.US,ncbi.public,ena,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215287,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0723_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663883,ERS971032,ERS971032,ERP012840,Ancient European
ERR1136422,I0724,OTHER,GCF_000001405.25,57,13395922,PRJEB11450,SAMEA3663884,5405949,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,s3,gs","s3.us-east-1,ena,gs.US,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215288,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0724_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663884,ERS971033,ERS971033,ERP012840,Ancient European
ERR1136423,I0725,OTHER,GCF_000001405.25,51,13704196,PRJEB11450,SAMEA3663885,5248310,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",Anatolia_Neolithic_outlier,ERC000011,2015-11-25,2018-11-16,ERX1215289,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0725_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663885,ERS971034,ERS971034,ERP012840,Ancient European
ERR1136424,I0726,OTHER,GCF_000001405.25,49,173450238,PRJEB11450,SAMEA3663886,46049086,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215290,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0726_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663886,ERS971035,ERS971035,ERP012840,Ancient European
ERR1136425,I0727,OTHER,GCF_000001405.25,48,33124569,PRJEB11450,SAMEA3663887,11684668,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ncbi,ena","s3.us-east-1,ncbi.public,gs.US,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215291,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0727_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663887,ERS971036,ERS971036,ERP012840,Ancient European
ERR1136426,I0736,OTHER,GCF_000001405.25,59,562889153,PRJEB11450,SAMEA3663889,138841580,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,ena,gs","s3.us-east-1,ena,gs.US,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215292,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0736_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663889,ERS971038,ERS971038,ERP012840,Ancient European
ERR1136427,I0744,OTHER,GCF_000001405.25,52,765233136,PRJEB11450,SAMEA3663891,184436824,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,s3,ena,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215293,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0744_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663891,ERS971040,ERS971040,ERP012840,Ancient European
ERR1136428,I0745,OTHER,GCF_000001405.25,56,2055033438,PRJEB11450,SAMEA3663895,480930791,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,ncbi,ena,gs","s3.us-east-1,gs.US,ncbi.public,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215294,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0745_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663895,ERS971044,ERS971044,ERP012840,Ancient European
ERR1136429,I0746,OTHER,GCF_000001405.25,60,1989633468,PRJEB11450,SAMEA3663898,463990141,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,gs,s3","gs.US,ena,s3.us-east-1,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215295,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0746_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663898,ERS971047,ERS971047,ERP012840,Ancient European
ERR1136430,I0795,OTHER,GCF_000001405.25,61,78595616,PRJEB11450,SAMEA3663944,25753033,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",LBK_EN,ERC000011,2015-11-25,2018-11-16,ERX1215296,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:54Z,public,NextSeq 500,I0795_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663944,ERS971093,ERS971093,ERP012840,Ancient European
ERR1136431,I0797,OTHER,GCF_000001405.25,59,61082501,PRJEB11450,SAMEA3663899,18754691,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","ncbi.public,gs.US,ena,s3.us-east-1",LBK_EN,ERC000011,2015-11-25,2018-11-16,ERX1215297,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0797_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663899,ERS971048,ERS971048,ERP012840,Ancient European
ERR1136432,I0803,OTHER,GCF_000001405.25,51,121669687,PRJEB11450,SAMEA3663878,33773563,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,gs,ena","ena,s3.us-east-1,gs.US,ncbi.public",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215298,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0803_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663878,ERS971027,ERS971027,ERP012840,Ancient European
ERR1136433,I0804,OTHER,GCF_000001405.25,50,32306184,PRJEB11450,SAMEA3663879,10739749,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215299,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0804_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663879,ERS971028,ERS971028,ERP012840,Ancient European
ERR1136434,I0805,OTHER,GCF_000001405.25,67,138718870,PRJEB11450,SAMEA3663900,41218704,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,ncbi,s3","s3.us-east-1,ncbi.public,ena,gs.US",Bell_Beaker_LN,ERC000011,2015-11-25,2018-11-16,ERX1215300,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0805_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663900,ERS971049,ERS971049,ERP012840,Ancient European
ERR1136435,I0806,OTHER,GCF_000001405.25,65,96229819,PRJEB11450,SAMEA3663860,28899640,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",Bell_Beaker_LN,ERC000011,2015-11-25,2018-11-16,ERX1215301,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0806_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663860,ERS971009,ERS971009,ERP012840,Ancient European
ERR1136436,I0807,OTHER,GCF_000001405.25,58,71385433,PRJEB11450,SAMEA3663894,22292089,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,ena",Central_MN,ERC000011,2015-11-25,2018-11-16,ERX1215302,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0807_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663894,ERS971043,ERS971043,ERP012840,Ancient European
ERR1136437,I0821,OTHER,GCF_000001405.25,62,125511333,PRJEB11450,SAMEA3663946,31698472,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,ncbi,gs,ena","s3.us-east-1,ncbi.public,gs.US,ena",LBK_EN,ERC000011,2015-11-25,2018-11-16,ERX1215303,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:54Z,public,NextSeq 500,I0821_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663946,ERS971095,ERS971095,ERP012840,Ancient European
ERR1136438,I0854,OTHER,GCF_000001405.25,52,451102927,PRJEB11450,SAMEA3663903,118506017,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,s3,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",Anatolia_Neolithic_1d_rel_I0736,ERC000011,2015-11-25,2018-11-16,ERX1215304,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0854_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663903,ERS971052,ERS971052,ERP012840,Ancient European
ERR1136439,I1096,OTHER,GCF_000001405.25,52,422666200,PRJEB11450,SAMEA3663904,109567149,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215305,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1096_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663904,ERS971053,ERS971053,ERP012840,Ancient European
ERR1136440,I1097,OTHER,GCF_000001405.25,52,351294480,PRJEB11450,SAMEA3663905,90816694,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,ncbi,s3,gs","ena,gs.US,ncbi.public,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215306,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1097_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663905,ERS971054,ERS971054,ERP012840,Ancient European
ERR1136441,I1098,OTHER,GCF_000001405.25,53,456368355,PRJEB11450,SAMEA3663906,118412170,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215307,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1098_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663906,ERS971055,ERS971055,ERP012840,Ancient European
ERR1136442,I1099,OTHER,GCF_000001405.25,46,176115220,PRJEB11450,SAMEA3663907,47804181,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215308,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1099_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663907,ERS971056,ERS971056,ERP012840,Ancient European
ERR1136443,I1100,OTHER,GCF_000001405.25,43,68098514,PRJEB11450,SAMEA3663908,20568173,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,gs,ena","ena,gs.US,ncbi.public,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215309,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1100_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663908,ERS971057,ERS971057,ERP012840,Ancient European
ERR1136444,I1101,OTHER,GCF_000001405.25,46,295988006,PRJEB11450,SAMEA3663909,76334033,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","s3.us-east-1,ncbi.public,ena,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215310,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1101_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663909,ERS971058,ERS971058,ERP012840,Ancient European
ERR1136445,I1102,OTHER,GCF_000001405.25,43,113833818,PRJEB11450,SAMEA3663910,32054725,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215311,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1102_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663910,ERS971059,ERS971059,ERP012840,Ancient European
ERR1136446,I1103,OTHER,GCF_000001405.25,45,221759662,PRJEB11450,SAMEA3663911,57965949,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215312,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1103_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663911,ERS971060,ERS971060,ERP012840,Ancient European
ERR1136447,I1271,OTHER,GCF_000001405.25,63,35122347,PRJEB11450,SAMEA3663912,12526640,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,s3,gs,ena","ena,ncbi.public,gs.US,s3.us-east-1",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215313,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1271_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663912,ERS971061,ERS971061,ERP012840,Ancient European
ERR1136448,I1272,OTHER,GCF_000001405.25,66,161006490,PRJEB11450,SAMEA3663913,46453611,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215314,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1272_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663913,ERS971062,ERS971062,ERP012840,Ancient European
ERR1136449,I1274,OTHER,GCF_000001405.25,59,21124215,PRJEB11450,SAMEA3663914,7979603,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,ena,ncbi,gs","ncbi.public,gs.US,ena,s3.us-east-1",Iberia_Chalcolithic_1d_rel_I1277,ERC000011,2015-11-25,2018-11-16,ERX1215315,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1274_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663914,ERS971063,ERS971063,ERP012840,Ancient European
ERR1136450,I1276,OTHER,GCF_000001405.25,52,26596961,PRJEB11450,SAMEA3663915,9134491,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,ena,gs","s3.us-east-1,gs.US,ncbi.public,ena",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215316,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1276_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663915,ERS971064,ERS971064,ERP012840,Ancient European
ERR1136451,I1277,OTHER,GCF_000001405.25,65,136445274,PRJEB11450,SAMEA3663916,38122136,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,gs,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215317,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1277_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663916,ERS971065,ERS971065,ERP012840,Ancient European
ERR1136452,I1280,OTHER,GCF_000001405.25,48,37077053,PRJEB11450,SAMEA3663917,12545755,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,s3,ena,gs","s3.us-east-1,gs.US,ncbi.public,ena",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215318,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1280_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663917,ERS971066,ERS971066,ERP012840,Ancient European
ERR1136453,I1281,OTHER,GCF_000001405.25,56,234931340,PRJEB11450,SAMEA3663918,65385233,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,s3,ena,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215319,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1281_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663918,ERS971067,ERS971067,ERP012840,Ancient European
ERR1136454,I1282,OTHER,GCF_000001405.25,53,41422863,PRJEB11450,SAMEA3663919,13685450,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,ena,s3","ena,ncbi.public,s3.us-east-1,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215320,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1282_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663919,ERS971068,ERS971068,ERP012840,Ancient European
ERR1136455,I1284,OTHER,GCF_000001405.25,59,15779270,PRJEB11450,SAMEA3663920,6091479,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,gs,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215321,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1284_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663920,ERS971069,ERS971069,ERP012840,Ancient European
ERR1136456,I1300,OTHER,GCF_000001405.25,61,503941575,PRJEB11450,SAMEA3663921,129475940,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,ncbi,gs,s3","ncbi.public,ena,gs.US,s3.us-east-1",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215322,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1300_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663921,ERS971070,ERS971070,ERP012840,Ancient European
ERR1136457,I1302,OTHER,GCF_000001405.25,51,12291485,PRJEB11450,SAMEA3663922,4928823,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",Iberia_Chalcolithic_1d_rel_I1314,ERC000011,2015-11-25,2018-11-16,ERX1215323,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1302_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663922,ERS971071,ERS971071,ERP012840,Ancient European
